Sample Name,DB,DOHH2,FARAGE,GRANTA519,HAIR_M,HBL1,HC_1,JEKO1,JVM2,KARPAS1718,KARPAS422,MAVER1,MEC1,MINO,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,REC1,RIVA,SP49,SP53,SSK41,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,UPN1,VL51,WSU_DLCL2
SLC2A1,2.798848863,2.503692071,2.315698959,2.557914627,2.527121825,2.320846292,2.51788322,2.074591618,2.590745886,2.69180751,2.47556203,2.609173146,2.809689266,2.352435419,2.886115733,3.144735729,2.482107224,2.85631472,3.050170587,2.552153938,2.531352103,2.318002072,2.52622093,2.618643157,2.742205824,2.611424075,2.766778488,2.800684236,2.467524596,2.765428538,2.76182822,2.198010233,2.556995342,2.468923173,2.739305823,2.530659609
SLC2A13,0.407260386,0.903899941,1.387986497,1.5753658,1.501896302,2.005441171,1.362395358,1.332755494,0.873171855,2.100826638,1.151529977,1.008549519,1.739091306,1.884813086,1.73531782,1.731301941,1.748329971,1.803229796,1.919302823,1.891262087,2.08407099,2.093193894,2.049683326,1.948993494,1.712665965,1.294454879,1.194358704,2.379487559,1.099623478,1.801152839,2.27834281,1.992187722,2.0507098,1.930239869,0.296001653,1.076457808
SLC2A14,0.599145913,1.446673515,0.984442611,0.616657499,1.084360738,1.189121566,1.614033578,0.645794397,0.356542059,0.207423919,1.11480717,0.284273649,2.016884039,1.245723127,0.925523288,1.412215533,0.55579186,1.85560122,0.279318575,1.477385443,0.928183117,0.686189475,1.063121514,1.236500408,0.865894341,1.683372392,0.629282279,1.19192243,0.441082131,0.649374529,1.338140558,1.180676932,1.53507846,1.370880399,0.816588601,1.405352982
SLC2A2,-1.024103378,-0.078371292,0.57507314,-0.715780961,0.192266135,0.315766766,0.140546608,-0.298688275,-0.120579195,0.123103033,0.211717183,-0.414696355,1.617516603,0.006082444,-0.406915172,0.055916449,0.180128247,0.4925731,-1.021711421,0.60586946,0.563484041,0.201099291,0.298334225,-0.317786802,0.075843868,0.543824702,NaN,0.202062061,0.030907666,0.193442574,0.160243498,NaN,1.016258571,0.162259915,-0.137653908,0.81059223
SLC2A3,1.348808625,2.689674522,2.418098172,1.999804591,2.217162095,2.240957478,2.623182026,1.371557578,2.540827797,0.80948391,2.085413812,2.072088216,2.722149814,2.221888185,1.164211105,3.277479711,3.258131683,2.174437876,2.145310375,1.285341675,1.46226694,0.815058506,2.810521183,2.747419326,1.445368942,2.045748375,2.053363496,1.579480402,1.219233381,2.36412329,1.667930744,2.33581288,2.189986776,1.303186757,1.952251203,1.820137548
SLC2A4,0.532199123,1.045480349,0.66615361,0.129317079,0.998446109,0.792888021,0.641148959,1.360276568,0.1804508,0.018367682,0.820117352,0.664484891,1.592693019,1.309082033,0.698595012,0.8128784,0.845239984,1.485019962,0.124416615,1.283120215,1.1480533,1.021373747,0.853538636,0.585303185,1.026046399,0.985230404,-1.060913801,1.083753903,-0.036039124,0.543321137,1.079975156,0.682236331,1.188970089,1.251379683,0.464406083,0.634500971
SLC31A1,2.281247992,2.627919665,2.467538776,2.561484348,2.467807823,2.545463662,2.56651534,2.633684007,2.431393315,2.218521478,2.40794215,2.272163259,2.861217969,1.986705499,2.221218215,2.508031605,2.282862013,2.510469562,2.109907244,2.600647847,2.293543449,2.282686607,2.378829525,2.163655827,2.466926069,2.80061838,3.042376671,2.636508127,2.07846066,2.233139898,2.56550446,2.403408975,2.895941101,2.305448259,2.230765809,2.488807012
SLC38A2,2.70074571,3.078752903,2.927319994,3.208239739,3.023367699,2.825838431,2.841898687,3.132128255,2.711838469,3.115688107,2.686875425,2.945091713,2.951780006,3.219286169,2.711845418,2.915440728,3.224055133,2.910416878,3.072550022,2.722412413,3.064254783,3.357429658,2.886351139,3.24130151,2.614187157,2.740669659,2.685253163,2.408472741,2.606672646,2.719535583,2.614039452,3.145255516,2.817279178,3.401781838,3.15649727,2.323217341
SLC38A5,2.680390319,2.769016259,2.481587754,2.346424847,2.741514692,2.512641631,2.787684974,2.904344612,2.575652342,2.401856634,1.474028651,2.81190355,2.423919922,3.094121833,1.676766575,2.382544862,2.967012704,2.495409197,2.406747353,1.615299627,2.504052949,2.341677162,2.559164206,2.430271952,2.710908533,2.528233566,1.610259042,2.813785369,1.52724415,2.627021936,2.794216654,2.280593173,2.575357568,2.095353336,2.524699113,2.602360828
SLC39A6,2.931006853,2.534624364,2.518072734,2.368258819,2.520237759,2.820757048,2.594628879,2.523741349,2.551650647,2.606078648,2.736075117,2.53591187,2.674390098,2.587214622,2.304470207,2.199823024,2.523782969,2.38734736,2.653608563,2.027312864,2.364454215,2.850920754,2.420252029,2.550073357,2.898175431,2.621957042,1.835060931,2.038970167,2.650373685,2.667033804,2.367743221,2.23876639,2.489490848,2.145785972,2.535893576,2.523054856
SLC3A1,0.555680219,1.703384083,1.119141185,0.445587041,1.603885841,1.742373698,1.614033578,0.905431708,0.565801682,0.508453914,1.034346705,0.69081383,2.472209911,1.322624606,0.920443762,1.271516249,1.013434762,1.621239709,0.393261927,1.592968676,1.253213389,0.95014816,1.245946156,0.964759788,0.767514633,2.149866465,0.655089543,1.530598478,0.583749634,0.611585968,1.347058622,0.995386959,1.717243866,1.014197379,0.741523922,1.839524792
SLC3A2,2.717599606,2.499809318,2.828491922,2.584161939,2.621533801,2.62839208,2.622705304,2.992280734,2.740442874,2.32683508,2.512363808,3.194844698,2.689186515,3.113354099,2.725824666,2.986101101,2.798241744,2.883325539,2.476736983,2.998866504,2.671140219,2.874836771,2.960963294,2.620816305,3.089663818,3.077315798,2.290495951,2.630570656,2.39087859,2.687464579,2.544171012,3.165109914,2.94341399,2.899717614,2.648691821,2.284484514
SLC45A3,1.647069465,1.465696752,1.465307807,1.972638861,1.01181007,1.222038412,1.569221234,0.645794397,1.802220381,1.113695564,0.844591122,2.312641533,2.048814168,1.195138681,0.99534621,0.572546245,1.478435384,1.734325619,1.185114455,1.749721712,2.511072527,1.512853152,1.700986336,2.180293906,1.934681719,1.028499095,0.620327436,1.888148068,1.280978977,2.340603415,1.980609183,1.369580167,1.472695227,1.010791131,1.856097143,0.800832392
SLC5A1,NaN,0.319568717,-0.601018119,-0.414750966,0.534688816,0.447045681,0.912623711,0.081522967,-0.488555981,-0.177926963,0.185388244,-0.062513837,1.643530035,-1.035310241,0.032417522,0.188542014,-0.325021732,0.720371182,-0.720681425,0.511599544,0.937942954,0.343766795,-0.044088456,-1.095938052,0.598722613,0.426439103,0.2178398,-0.066783251,-0.638099115,0.484007136,-0.441816493,-0.343069535,0.990245138,0.287198651,0.397459294,0.157379716
SLC5A3,3.097751804,3.22475994,3.123749127,2.78855395,2.722849995,2.641499691,2.954572115,2.83834918,2.951197643,3.097614726,2.807083707,2.906798512,3.180689943,2.888917341,3.169714076,2.774002744,3.124950079,2.76232752,3.218013384,2.567579872,2.726032727,2.743094327,3.052404435,2.988530979,2.757235876,2.926078792,3.079594242,2.755758415,2.551297611,2.507610865,2.787737371,3.172274359,2.715531466,2.79662521,2.944053362,2.767933421
SLC5A4,-1.024103378,-0.379401288,0.097951886,NaN,NaN,-0.914682155,NaN,-0.520537025,-0.488555981,NaN,NaN,NaN,1.746458082,NaN,0.333447517,0.232007708,-0.421931745,0.176303138,-1.021711421,NaN,0.627153121,0.343766795,0.317639381,NaN,-0.304367374,NaN,-0.215815761,0.292238691,NaN,0.348344534,NaN,NaN,0.160941366,0.229206704,0.272520557,0.198772401
SLC7A11,2.41412243,2.734542065,2.259918502,2.019817938,0.940454162,1.270009275,1.852353837,1.968483453,2.200456735,1.833703888,2.165107299,2.582799244,1.834512849,2.136416213,1.323463296,1.58280932,2.261565573,1.532602222,0.965060314,1.220972308,2.158341637,2.34980475,1.99254044,1.70820138,1.977574559,2.520825888,2.276345739,1.957936917,1.799122787,1.545165278,1.834070467,0.502028505,2.270126046,1.997950486,2.002674526,1.261183437
SLC7A5,1.933503909,1.583441393,1.670823488,1.589570408,1.371243082,1.556609556,1.505410158,2.198517906,1.428774445,1.613462894,1.964894549,2.348357085,1.992332812,2.308885475,1.638407807,1.921781528,2.12120467,1.937586463,1.514847022,2.418945749,1.818121148,1.854311805,1.992939424,1.635650713,2.281994849,2.231447524,1.359041948,1.539905144,1.867503018,1.931921119,1.697275114,2.016386486,1.957400056,2.232913365,1.88471554,1.206597739
SLC7A6,2.205066325,2.302201711,2.541214873,2.254565915,2.310530861,2.422377571,2.21730838,2.476412224,2.251279972,2.353734393,2.271080101,2.490289526,2.518591298,2.510738626,2.711762813,2.266387849,2.188728418,2.582478212,2.198396667,2.279990957,2.535272418,2.343245328,2.280399778,2.192311173,2.652281205,2.642559484,1.755327499,2.561313618,2.629776304,2.439190186,2.314058362,2.345528241,2.528452586,2.329413086,1.780676046,2.706014776
SLC7A7,1.764064993,2.419525451,2.256615866,2.091415699,1.885113054,2.233920499,1.994346184,2.077523575,2.701962471,2.258235684,1.851672167,2.509841363,2.377262146,2.323765985,1.104968189,1.897454678,0.980329638,2.479035948,1.243106402,2.62705876,2.195621529,1.859640638,2.405544195,2.284996411,1.266175566,2.105177195,1.257149534,2.185376018,1.999724046,1.914192352,2.244149051,1.65168741,1.755702118,1.848498842,1.47664054,2.451625432
SLC7A8,1.065801734,1.531223117,0.943049926,-0.317840953,1.213455434,1.526226927,1.419300209,0.400281729,0.657572055,0.454096252,1.216796708,0.261997254,2.334344035,0.899188211,0.883119439,1.339540693,0.520076308,1.876512214,1.213817026,1.47880703,0.956828298,0.589279462,1.123228879,0.895288024,0.789054311,1.799097207,-0.106671292,0.933216749,0.282719639,0.578793455,1.587567284,0.861050448,1.508271381,1.201453636,0.464406083,1.385266421
SLC7A9,0.055077868,1.463207952,1.037471138,0.56297264,1.237589114,1.599865597,1.234551631,0.464739718,0.1804508,0.658216235,1.041966102,0.445641651,2.15333667,1.222368334,0.803938193,1.277144334,0.520076308,1.705953444,0.641046411,1.571724814,1.139036482,1.010284775,1.042271375,1.027913589,0.576446218,1.971362058,0.240116195,1.434471683,0.030907666,0.333621277,1.241680824,0.983266326,1.274884718,1.157407412,0.670460566,1.819192402
SLCO1A2,1.15774021,2.162427479,2.090063373,1.187309026,1.971862626,1.838134276,2.231039796,1.092246832,1.479926968,1.104079796,1.922779694,1.126258454,2.63631638,1.636787617,1.084446522,1.621595642,1.216557512,2.259344805,1.046474441,1.970809209,2.096640421,1.396075894,1.576047599,1.718309544,1.273124426,2.348573721,0.825576924,2.098842574,1.602450133,0.916546258,2.065026643,1.87441441,2.119186617,2.086826338,1.343583913,1.843121455
SLCO1B1,NaN,NaN,NaN,-0.171712917,0.037364175,-0.914682155,NaN,-0.997658279,NaN,NaN,NaN,NaN,1.48476336,-1.035310241,-1.008975164,NaN,0.089951616,-0.066734911,NaN,NaN,0.381640453,-0.753143218,NaN,NaN,NaN,-0.33698889,NaN,NaN,NaN,0.1016722,-0.56675523,NaN,-0.918239881,-1.09301259,-0.681721952,NaN
SLCO1B3,0.619349299,2.087169785,1.68453919,1.144557045,1.493296131,1.720801591,2.051704217,0.582125317,1.401678686,0.981296371,1.519087357,0.834502002,2.585441888,1.43598147,0.945267346,1.528881744,0.944491212,2.035784548,0.25704218,1.564794436,1.555409276,0.854311805,1.123228879,1.228344403,0.729056381,2.195255753,0.852900051,1.653966527,1.052096965,0.728555775,1.786712184,1.40044023,1.883163829,1.551425999,1.110669737,1.783720083
SLCO2A1,0.122024658,1.373415143,1.31013949,0.488339021,1.005179492,1.388513902,1.746210724,0.433705485,0.993364157,-0.023025003,1.280121338,0.398217001,2.207801465,0.728117753,0.910102929,1.26772326,0.017400949,1.945574937,0.154379838,1.157438459,1.171221165,0.820888049,1.284291148,1.205091943,0.528141539,1.887803066,-0.106671292,1.480815662,0.185809626,0.21364596,1.849885277,0.902443133,1.490000085,1.551425999,0.494369307,1.582261353
SLCO2B1,0.65713786,1.28146419,0.995578977,0.445587041,1.141656142,1.467334887,1.689754292,0.449499752,1.164656533,0.232247502,1.049454123,0.664484891,2.074207463,1.054594871,0.803938193,1.261970931,0.453129519,1.770537792,-0.322741416,1.544535602,0.796613801,-0.209075174,1.012816396,0.925251247,0.358390458,1.799731677,1.491754415,1.321114819,0.331937661,-0.087384036,1.644543337,0.966560633,1.301868208,1.174159138,0.378975888,1.424551444
SLCO3A1,1.865198325,1.926379864,1.524463147,1.866282402,1.656159124,1.568191428,1.691793237,1.779768543,1.490688798,-0.068782493,2.088478231,1.319703387,2.440082856,1.222368334,1.7537034,1.364633273,0.889822116,2.255225798,1.285784617,1.315304898,1.264733812,1.52902556,1.448671934,1.392612664,1.96886546,2.162148104,1.977706361,1.721587164,1.588930147,1.665013664,1.793080252,1.229802068,1.905885953,1.357236518,0.4322214,1.641679555
SLCO4A1,1.786800903,0.661991397,1.754050088,1.008494908,1.819631992,1.56388434,1.289252067,1.57171563,1.374766879,-0.068782493,0.472629955,1.492446176,1.749765748,1.969440915,0.940414843,2.102355866,1.507487181,1.627870288,0.409652343,2.007606142,1.64551313,1.536891393,2.030727985,1.386935531,1.768984328,2.004643445,1.953606738,2.628948523,1.742112126,1.516645548,2.138538168,1.479098545,2.202004915,1.462081858,2.082827767,1.866649677
SLIT2,1.304276226,2.064643508,2.226996945,2.319848866,2.435304184,2.025336,2.280949888,1.362177203,1.51288926,1.132311035,2.158516098,1.208552935,2.723832042,1.75285813,1.226553283,1.795149633,1.298227559,2.632669171,1.522356624,2.410723343,2.014300166,1.531287515,1.504914807,1.671217814,1.744850649,2.500725778,1.343919916,2.351754777,1.384466713,0.920441302,2.255848669,2.021669021,2.206915949,2.231475643,0.981035879,2.241598403
SLK,2.614785047,2.505507306,2.465121374,2.313196744,2.441464492,2.316532493,2.507747174,2.280180054,2.396050601,2.286605165,2.719176185,2.308348636,2.635459783,2.275595389,2.413286287,2.348488946,2.618769467,2.563947161,2.245460308,2.183977321,2.56050234,2.641833501,2.296355659,2.495015183,2.315351892,2.443040237,2.829674867,2.868580041,2.382124011,2.591878635,2.795475844,2.301565969,2.260161461,2.560006861,2.551654951,2.427126089
SMAD1,1.051443584,3.007668039,1.827926171,2.276772556,2.117062131,1.758338752,2.128436218,2.893432947,1.317623993,2.55983346,1.913234376,2.315682113,2.631324434,1.584825814,2.945508554,1.899238231,2.357123345,2.920987201,3.057361238,1.824315298,1.468000284,1.193800052,1.51939263,1.518959164,1.986557185,2.226254811,1.244437568,2.003518544,1.135199632,1.324541619,1.907946551,2.164246506,1.901304055,3.088516592,1.729055281,1.849344819
SMAD2,3.119005145,2.728622222,2.786460693,2.982363099,2.62395148,3.027623598,2.803383109,2.943654346,2.6642418,3.232705683,3.019331789,2.817791511,2.739968465,2.82159982,2.809184723,2.653298178,2.654435586,2.780297629,3.107236832,2.399625784,2.49061117,3.27410443,2.645131582,2.802896786,3.204673771,2.835497279,2.484640706,2.600135678,2.993648959,2.984497971,2.626554925,2.54634423,3.170640076,2.610794475,2.557827768,2.83617115
SMAD3,2.954943949,3.086605785,2.679332574,2.540214765,1.727560255,1.651165663,1.959541846,2.803127511,1.262209469,2.786602039,2.391708048,2.917034538,2.441291281,2.652575284,2.77905172,2.772694627,3.120520203,2.852996747,2.79260278,2.141996597,2.134763698,2.901370228,2.835809869,3.026343375,3.029925498,2.416747332,1.830623657,2.762428598,2.951738828,2.766535303,2.840465663,2.2477723,2.520776848,2.820642345,2.692568035,2.913330757
SMAD4,2.859387712,2.874517973,2.793433562,2.856625906,2.647872248,2.985521058,2.835151807,3.21340884,2.731813652,3.409029865,2.660423503,3.060974833,3.038598944,3.082822159,2.815020428,2.677760134,2.83334076,2.908811775,3.192735025,2.822196314,2.643331456,3.466100654,2.832648842,2.798654896,3.007216973,2.947080721,2.424807626,2.769540864,2.76519303,2.766424754,2.648970435,3.200501889,2.964739774,2.626732902,2.466263368,2.781558642
SMAD5,2.814682767,2.673984512,2.609166587,2.469194229,2.443173835,2.420575101,2.592716527,2.684125487,2.401865038,2.692476943,2.825310304,2.600558587,2.762430185,2.659470395,2.929844661,2.722768579,2.778508332,2.910073427,2.696457985,2.760760828,2.807435433,2.851838411,2.517132223,2.587108986,2.869576063,2.945950275,2.584901317,2.678514656,3.118739769,3.052323359,2.557205243,2.914752982,2.836872386,2.891154537,2.462540821,2.817580917
SMAD7,0.889710475,2.621899645,2.545574983,2.246351508,2.305875286,1.447045681,1.982531413,2.637624359,2.245443306,2.341901031,1.139630754,2.334459999,2.299167218,2.261135553,1.304892057,1.850802657,2.390480214,2.025810297,2.78201875,2.613950079,1.7395753,2.586407592,1.80038872,1.703402497,2.625051552,2.107368235,1.082100999,1.272810139,1.557800537,1.651540591,1.300515789,2.732623384,1.889295148,2.089116624,2.087655374,1.864949892
SMAD9,0.980217996,2.079085476,1.873198145,1.987080209,1.843544149,1.740456279,2.078816092,1.518215564,1.189658802,2.063690661,1.972937269,1.696734197,2.687820569,1.658416708,0.96415269,1.783690011,1.643461217,2.541122051,1.115009146,2.24618119,1.569161174,2.668378448,1.522937911,1.806064839,2.165160105,2.21640862,0.38624423,2.336582426,0.798593482,0.935681268,2.38780886,1.586349391,2.432976465,2.832144737,0.809639741,1.946960428
SMARCA4,3.498027738,2.939496427,2.851228456,3.16112935,2.806424844,2.848146398,2.878533934,3.318647623,2.834902386,3.108625735,3.017297992,3.105525081,2.627586114,3.095248659,3.226805707,3.112576328,3.190322161,3.438838976,3.155160866,3.411320585,3.470683182,3.231541583,3.297820665,3.072736177,3.109669562,3.197164184,3.095029217,2.719257959,3.563015671,3.378768829,2.81224796,3.061216694,3.038120673,3.339026218,2.891439857,3.165979888
SMARCB1,2.954122804,2.400195204,2.876392569,2.89832495,2.783998374,2.59357815,2.433909163,3.150882681,2.465686529,2.819771393,2.909817729,3.223842818,2.578947463,2.883296674,3.351296291,2.828552444,2.4827838,2.941971693,3.048326446,2.849572817,2.840248089,2.900358729,2.935095578,2.785788883,3.130680267,2.915718543,3.189603785,2.961555572,3.220578413,3.039013058,2.684964084,2.8379733,3.01168968,2.928052607,2.514039368,3.154241484
SMC1A,2.8926137,2.706103352,3.013351721,3.363219291,2.647415656,2.742564975,2.854456962,3.192757468,2.974590156,3.199145006,2.830134473,2.856912946,2.740574692,2.832981447,2.822446653,2.582993695,2.804990218,2.900286258,2.783721467,2.567926799,2.923119848,3.303037205,3.149397904,3.28818229,2.755801438,2.894735493,3.176303088,2.807946995,2.619259419,3.21148888,2.926005159,3.024398208,2.731484305,3.150149525,2.969410626,2.47711021
SMC1B,0.862387347,1.60647407,1.692344436,1.043886883,1.610567426,1.454533702,1.792954127,0.593406328,1.171043332,0.852036261,1.297238607,1.971356494,2.236231703,1.780267508,1.526318956,1.632422336,0.856821856,1.938660121,0.770680269,1.54575382,1.190526321,0.450976764,1.186360466,1.077248216,0.865894341,1.99179831,0.337026208,1.453606693,0.648207624,0.642075291,1.263619553,1.151085059,1.770179941,2.111649921,0.339467347,1.667924726
SMC3,2.770941993,2.875581591,2.730712774,2.991533672,2.706149321,2.807951767,2.934744099,3.169599964,2.743592726,2.977539213,2.951149905,2.916629695,3.098758639,2.89604591,3.187201021,2.721631419,2.922460529,3.0241401,2.793866328,2.928492093,3.116760087,3.190598547,2.993616858,3.00052006,2.776403373,3.058651968,3.068066723,2.375472481,2.855126506,3.15940541,2.549520358,3.049627419,2.601062969,3.348980873,3.177686569,2.7378485
SMC4,2.795637919,2.533776546,2.437602043,2.907675087,2.292981222,2.621244586,2.694429635,2.768828927,2.494318021,2.696306284,2.686533124,2.640108145,2.667595467,2.469568219,2.833197066,2.324260363,2.503638165,2.873033865,2.628596102,2.410058776,2.726268479,2.947992848,2.694533572,2.90314897,2.755271764,2.764276895,2.509395584,2.366186039,2.734751542,2.975129577,2.500067458,2.619962341,2.46015802,2.921885797,2.590931745,2.405107549
SMO,2.015310741,1.354597999,2.272593078,0.707464913,3.010029767,1.364071446,1.122063202,1.557436169,0.948136617,1.48076568,1.117988829,1.132462766,2.289195973,1.494889457,2.050966724,2.117153451,2.527458262,1.820460266,2.777560188,2.797565793,2.152197928,2.799707436,1.638958583,2.073736382,2.466484638,2.0062227,1.237939275,2.500915137,2.052982377,1.080738293,2.460866152,1.516669032,2.102949419,1.621317169,1.397459294,1.936254188
SMPDL3B,1.0052804,1.77654173,1.755963282,0.284219039,1.542514153,1.513452639,2.027037333,0.888832446,1.189658802,1.458417626,1.319724755,1.419406301,2.45592514,1.972437537,1.205868684,2.04650898,0.930250773,2.22496686,0.233561084,1.409726111,1.195888049,1.470871593,1.470459297,1.319035296,1.540730666,2.23425396,1.83671329,1.681404776,1.002050926,0.815705951,1.936126887,1.162080444,2.105424038,1.636961695,0.608312659,1.716088287
SMS,3.324765896,2.989108732,3.309446197,3.151774909,3.107190783,3.243680337,3.195031985,2.991257241,3.121536106,2.894060188,3.392887968,3.076805411,3.016384973,2.911927367,2.984769593,2.940590462,3.032798812,2.948729633,2.851899776,3.400850299,3.138367822,3.131283943,3.119579698,3.08541954,3.030930019,3.321937855,3.465503022,3.358284938,2.977043991,3.077671343,3.428294662,3.245224587,3.036243837,3.030545068,3.368928428,3.028017679
SMUG1,1.811587194,2.059615441,2.033962681,1.856509645,1.950420757,1.812045054,2.033104953,1.793330196,1.786371212,1.961052031,1.961726154,2.068890942,2.02395164,1.95812599,1.79720481,1.805763145,1.845239984,2.343409394,1.98131805,2.260257332,2.174592161,1.797085135,2.045816656,1.972989559,1.987445313,2.24802039,2.261305494,2.117502486,1.994695493,1.853494512,2.096631558,2.230498239,2.113572391,2.133587315,1.867894287,2.066935745
SNAI1,1.268152694,1.144345179,1.407582053,1.080099056,1.853131613,1.850240829,1.508523393,2.089768178,1.450963272,0.968201073,0.794181618,1.150560988,1.640150294,1.227140849,0.593084828,1.04650898,1.196116352,0.964673553,0.569353186,1.093456149,1.763296936,1.670102656,1.173395489,1.024635879,1.847308857,1.358492786,1.039456744,1.582273303,0.998722982,0.627098135,1.243925245,1.254625651,2.078271792,0.59718349,0.849756965,1.424551444
SNAI2,1.19600471,1.252042481,1.635770981,0.305408338,1.437778803,1.308034316,1.77653272,0.507491699,0.866831677,0.545176721,2.25680995,0.284273649,2.010423341,0.977526984,1.114876477,1.160208415,0.879098251,2.159864994,0.546490303,1.269547408,1.606949735,1.113144121,1.359032066,1.479249793,1.711829979,1.890383552,-0.106671292,1.59597458,0.717288543,0.570193283,1.641865254,1.236714062,2.036966657,1.684414232,0.464406083,1.771221538
SNAI3,1.15774021,1.705532287,1.061739713,1.141551535,1.160749083,1.425761959,1.27620921,1.420643012,0.988565274,0.255728598,0.94975121,1.097187006,1.91585746,1.676496988,0.848357333,1.607888959,1.626315787,1.504391366,0.057469825,1.172062551,1.712865234,1.538003543,2.021491259,1.965891255,1.674269574,1.375660811,0.470565116,1.065842314,1.899300169,1.156780588,1.355797237,1.011038905,1.319806223,0.98977278,1.296001653,1.347711414
SNCA,0.356107864,0.453107625,NaN,-0.414750966,1.920619917,0.407537139,0.605433406,0.546409765,0.264771686,0.018367682,0.157359521,0.261997254,1.765936435,0.195138681,0.986660031,0.341152177,0.254761865,NaN,-0.021711421,NaN,0.942741837,0.5990393,0.524113269,-0.794908057,1.103872591,0.576824962,0.638056203,1.047160101,0.475844237,0.728555775,0.186572437,0.236714062,-0.219269876,0.162259915,0.650716508,0.537590958
SNRPB,3.392004335,2.792325166,3.115652857,3.107008029,3.103530306,3.05066068,3.204754931,3.314772976,3.113141948,3.237094107,3.322940149,3.189394635,2.828012377,3.296744254,3.223003863,3.00278961,3.105537038,3.266056901,3.161387519,2.949302073,3.569521996,3.20119579,3.497341006,3.264579628,3.296953688,3.372721927,3.22225169,3.253006666,2.997518652,3.321410781,3.329035518,3.306440565,3.278985526,3.387396823,3.261698361,2.907888111
SOCS1,0.619349299,2.926551657,2.757677981,2.764944418,3.386141747,2.173808315,2.820125906,2.636617415,3.363863012,2.602184523,2.403036663,3.127662172,2.917248927,2.081629406,1.910102929,1.945218151,1.906957295,2.886480969,2.377789241,2.48458737,1.595423753,1.765370721,2.523643507,2.27642153,3.105362919,2.28293882,2.432125787,2.487099775,3.00135417,1.841104923,2.652305102,2.361767072,2.970444966,2.295088611,3.23277987,3.233838104
SOCS2,0.39086997,1.395844972,1.066434834,0.66443028,1.073079727,1.114701622,1.181939293,1.132675489,0.657572055,0.424133029,0.787448236,0.363454895,1.854124352,0.873174778,0.689994841,0.715968387,1.544209988,1.391902938,0.522356624,1.506303204,1.356612447,0.70925478,1.234665145,0.867849775,0.630131077,1.5018602,0.354059547,1.275639429,0.583749634,0.439425003,1.020581505,0.665530637,1.317288566,1.043707977,0.976289444,1.121167543
SOCS3,-0.245952127,0.951012486,0.689016493,0.551390767,1.623629899,2.176280921,1.535581626,0.615125577,2.259890478,0.207423919,0.39624161,0.69081383,1.774735756,0.427087757,0.438182868,-0.312060337,0.407372028,0.632235094,0.393261927,1.154453606,1.094290155,1.017708793,2.770891228,1.921929667,1.451507482,0.532242829,-0.45885381,1.802448468,-0.036039124,0.462287886,2.187847899,0.581209752,1.539642016,0.268715246,1.618220948,0.800832392
SOCS4,2.365239933,2.392626878,2.591827996,2.459440839,2.318722248,2.236381098,2.425165308,2.514759269,2.419750279,2.71930728,2.759925893,2.168502419,2.640997698,2.294087639,2.238015536,2.313766377,2.484672627,2.614053701,2.345458068,2.2181363,2.462843692,2.625617957,2.282247405,2.603292451,2.553567891,2.486093906,2.369322552,2.097144451,2.409824437,2.582270883,2.474242462,2.008726772,2.43874152,2.668238484,2.39655357,2.305982371
SOCS5,2.067915093,2.684457261,2.536494234,2.460599731,2.571571653,2.451740802,2.704027694,2.647075648,2.261180335,2.638314337,2.299331597,2.367059019,3.077380462,2.524596384,2.104299529,2.434962841,2.52843311,2.800216657,2.388221703,2.46024957,2.523654286,2.500437071,2.65165582,2.587199079,2.649488924,2.839565369,2.202011668,2.571991163,2.271813331,2.185722507,2.631810224,2.385933175,2.591500135,2.475189134,2.201087089,2.489413993
SOD2,2.609970648,2.518884991,2.727259526,2.642534679,2.485186435,2.969433207,2.652207197,2.792767638,2.81808346,2.79973133,3.087697156,2.576972652,2.355925208,2.71619981,2.702241361,2.771919792,3.177214147,2.580892526,2.818833767,2.716787498,2.678831742,2.325132304,2.339367841,2.334137003,2.945759747,2.586980075,2.735313513,3.09727204,2.708579784,2.562923487,2.99267257,2.883324128,2.837787332,2.751899284,2.453569752,2.638678989
SORBS1,0.856710214,2.001533176,2.038468371,1.294942904,1.890366681,1.726791955,2.218217263,1.28789903,1.561952666,1.301257453,1.22181751,1.040148505,2.846912943,1.684021046,1.175716267,1.930563901,0.788921621,2.394162932,1.042746569,1.653951082,1.491556316,1.278265246,1.719339538,1.697852333,1.139677422,2.089847563,1.166972904,1.440301227,0.518248086,0.677403253,1.95219717,1.420358459,1.894004816,1.905682568,2.317190952,1.973621016
SORD,2.927234141,2.316430485,2.801071232,2.191899063,2.356916351,2.447988774,2.557187115,2.732477725,2.632127607,2.350070984,2.8080555,2.523948437,2.934039167,2.873121158,2.477313597,2.604569049,2.948673856,2.656001815,2.774724138,2.901999344,2.322953079,2.501646469,2.485598498,2.52523823,2.251935127,2.788622482,2.717599211,2.65266642,2.344624272,2.196944137,2.848607695,2.653967176,2.634306667,2.62756013,2.356699493,2.694568942
SORT1,1.28339266,2.016449088,1.993374432,2.007674711,1.540570998,2.883346638,2.177308539,1.5350961,1.113504011,2.730940863,1.67587346,1.445641651,2.501540003,2.494248432,1.311171122,1.865476163,1.263809994,2.639342476,2.320118636,1.456978593,1.390240625,2.552745312,1.768156241,1.530402315,1.21677071,2.304683483,0.902874026,1.818092994,1.091605506,1.749745074,1.937035453,2.615780917,2.15985427,2.453406677,1.473614085,1.95533936
